rental_id,predictions
7523947,2650
7461169,1800
7435207,3900
7437481,1850
7510834,1899
7524037,2260
7485349,1950
7439893,2700
7524439,2300
7456615,4350
7512226,3000
7512676,1875
7490260,1650
7507651,3850
7505344,3000
7498051,2150
7436230,5595
7430767,1700
7475653,2995
7444816,1475
7453132,2820
7473574,1800
7430965,1550
7460455,4450
7436146,2100
7431508,1700
7474828,3850
7463365,2645
7433119,3400
7454884,5495
7500331,1800
7523767,2350
7516294,8995
7451770,2600
7428598,2400
7523038,1900
7477279,1450
7454071,1495
7507558,2475
7513702,1295
7459930,1895
7488715,2000
7468327,1975
7451386,2495
7488688,1650
7508764,1650
7458931,1500
7434793,2000
7520167,3000
7504573,7850
7429633,1799
7485817,3295
7497916,2995
7513054,1550
7514608,2338
7449070,2150
7433614,3400
7509637,1800
7428673,2665
7439389,1750
7455904,6295
7429531,2095
7463020,1895
7477909,2500
7440562,4500
7472521,1600
7456090,2400
7524082,2300
7518805,1600
7445335,1889
7500718,2300
7512697,4200
7485346,1950
7443928,2700
7518829,2300
7466470,1600
7459492,1900
7448650,1650
7482085,3600
7429402,1700
7472206,1750
7432846,1850
7492390,3050
7493821,2350
7463395,2100
7487968,1899
7463014,2025
7440913,3400
7431820,1600
7507684,2999
7492564,2800
7483879,1800
7525600,2755
7467991,1450
7472188,1425
7502425,2995
7521391,2100
7517197,2850
7481848,49500
7499296,1800
7524178,2250
7474084,2200
7516090,7000
7482946,1600
7495600,2841
7512751,1850
7452976,1900
7511584,4482
7441696,3900
7522735,1600
7484386,2853
7468267,2500
7513135,3300
7502746,3200
7455724,2250
7488706,3499
7456894,2695
7450363,1800
7485001,2290
7469788,2799
7441384,1250
7447915,2000
7451269,2999
7453423,2291
7509886,3400
7466575,2599
7444924,1650
7489165,2000
7429984,6000
7429618,3000
7486567,5195
7485274,1950
7457116,1500
7438783,3100
7502080,2200
7454470,1999
7490788,2200
7443976,2400
7479562,1900
7485112,2400
7442071,2190
7470511,1425
7487218,1630
7432972,2900
7491046,1350
7524394,1400
7491370,2650
7506109,2100
7477660,2495
7451110,3700
7474792,2750
7502992,2300
7478068,1650
7473682,1800
7491622,4000
7461091,2495
7476580,1875
7453150,3599
7488859,3600
7465219,3350
7441102,2495
7472515,2900
7505308,2300
7440658,1995
7435837,2538
7459123,2154
7522858,1750
7497352,3400
7442947,2495
7436509,1649
7484401,2756
7503439,3050
7442989,1800
7448251,2250
7512475,1995
7450600,2350
7481332,1650
7507222,2750
7461385,1550
7524883,3800
7524649,1500
7450690,2550
7448083,1500
7459513,8000
7465903,3300
7500280,2600
7484905,2299
7509226,1695
7499371,2000
7439491,2195
7467976,2598
7508863,1750
7491850,2750
7503871,4400
7452910,1600
7467811,1795
7516741,18000
7498858,1725
7513468,2300
7445830,3650
7455742,1685
7479430,2650
7437484,1600
7488259,1750
7513840,2095
7508869,1400
7438165,1700
7487062,2399
7489006,4250
7472656,1745
7511701,1795
7472305,4599
7460818,1300
7450801,7200
7509007,1499
7476811,2500
7429573,1800
7462699,1525
7430773,2190
7439722,2500
7437214,2095
7472626,2400
7458082,4000
7462747,2400
7456501,1400
7518223,5000
7431256,1995
7447234,1499
7485256,1975
7482604,2600
7465684,2999
7472101,3199
7465801,2200
7509997,1525
7450765,1490
7517014,2100
7514659,3900
7495756,3765
7506772,2375
7522126,4500
7429642,1450
7488586,1800
7451968,3400
7515244,2250
7451542,2750
7496482,2200
7434934,2250
7454527,1895
7468276,2350
7506478,2799
7476436,2600
7489594,2400
7515787,2200
7509952,5270
7470022,2350
7485586,1425
7518733,1995
7503433,3000
7456573,1695
7479475,2500
7518010,3100
7430416,1900
7455802,1475
7465561,1675
7487110,2100
7450558,1775
7437844,2099
7455268,2800
7434904,3745
7442146,5155
7453879,2355
7486627,2050
7443910,1450
7490113,1700
7503376,1700
7457374,1895
7464202,2700
7447225,1800
7503760,2650
7521637,1650
7517416,7200
7524175,3000
7470280,1395
7475284,1845
7515019,2900
7472248,1800
7481605,1900
7524526,3520
7523734,1799
7441081,2400
7502845,3100
7515940,2200
7430905,3100
7437691,2300
7466941,3500
7469935,3075
7445929,2350
7433686,2300
7480144,1999
7431577,1350
7461913,4216
7431496,3163
7483534,1650
7472980,2100
7505728,3400
7444189,2820
7484170,2700
7490758,2154
7444807,1900
7434505,2299
7512700,2000
7460068,1750
7487257,2413
7439560,3850
7476265,2500
7486915,3000
7464712,2200
7456678,2099
7494526,2195
7456456,3100
7516969,1300
7443802,2300
7518484,1600
7481653,1499
7428688,1450
7462105,1400
7450855,1595
7477390,1870
7437619,2995
7505182,1450
7502152,3750
7468468,2350
7499068,2495
7473598,2000
7435978,3540
7454617,2500
7458592,2795
7498345,2800
7469161,2149
7429123,2530
7491139,1800
7508278,1900
7508305,3700
7468786,1550
7485073,2700
7485238,2250
7431394,2500
7490395,1645
7495306,1750
7466680,1900
7522534,1795
7472080,2600
7452982,1825
7432177,1550
7522867,2300
7499425,3100
7446478,1899
7482628,2350
7510222,8000
7491631,1895
7518826,1900
7462504,2521
7481704,3000
7463563,3900
7444018,1865
7470001,2400
7464829,2650
7507741,1800
7456087,3300
7520014,1695
7508188,1800
7508848,3495
7514227,2050
7488769,3349
7465051,1650
7467199,1570
7518718,2500
7456726,3000
7441609,2350
7513060,1975
7503460,2499
7474462,2399
7521337,4590
7488574,2400
7525312,2700
7518235,2595
7451428,14500
7435873,2225
7518895,1275
7502767,1550
7502851,1450
7441693,4650
7497361,3400
7468162,1850
7489141,3995
7500334,3350
7490977,2350
7429069,2300
7449253,1600
7439758,2850
7525588,1450
7497247,2300
7455877,1800
7523554,2995
7467010,1500
7523476,2299
7510045,1800
7488484,2399
7513144,2350
7437904,1675
7473958,2625
7450129,3552
7506844,3100
7453129,2250
7469512,3025
7462486,1900
7514677,2300
7515487,2400
7453045,1800
7443655,1899
7460656,1950
7430932,3000
7512949,2695
7443067,3095
7467298,3027
7474693,2338
7510594,2250
7474789,4300
7430920,3700
7524421,1800
7438405,1950
7515538,1985
7444456,1700
7444096,1800
7445242,2175
7493542,1450
7446094,2395
7469536,2300
7436848,1800
7516999,11000
7464886,1900
7492594,15500
7462282,1695
7436443,3700
7516882,1795
7462501,4950
7430791,2300
7467424,2690
7486549,2450
7507399,3349
7481410,1975
7470349,2799
7460911,4100
7454692,1675
7438345,4200
7498201,1799
7476445,2200
7461481,1950
7523902,2650
7519804,1450
7459540,3470
7445677,3000
7438231,2600
7503019,3060
7471195,2995
7471987,1600
7496794,2900
7525540,1550
7454461,1995
7467763,1750
7498036,4395
7507804,2700
7495765,2300
7459861,1750
7490122,3436
7446049,1550
7466326,3175
7508632,2399
7448704,1900
7509469,2000
7441246,13995
7471120,1850
7494949,3450
7523983,1845
7477792,1800
7524433,5400
7489792,2000
7520962,1650
7499236,1999
7429144,3895
7474711,3000
7455124,2000
7443016,1995
